date,temperature_2m_mean,precipitation_sum
2023-02-01,19.6,0.0
2023-02-02,19.9,0.0
2023-02-03,19.0,0.0
2023-02-04,19.3,0.0
2023-02-05,19.1,0.0
2023-02-06,20.3,0.0
2023-02-07,21.1,0.0
2023-02-08,20.6,0.0
2023-02-09,20.1,0.0
2023-02-10,20.1,0.0
2023-02-11,20.4,0.0
2023-02-12,19.8,0.0
2023-02-13,20.2,0.0
2023-02-14,20.1,0.0
2023-02-15,20.3,0.0
2023-02-16,20.5,0.0
2023-02-17,21.0,0.0
2023-02-18,19.6,0.0
2023-02-19,19.5,0.0
2023-02-20,20.2,0.0
2023-02-21,19.8,0.1
2023-02-22,19.9,0.0
2023-02-23,19.5,0.0
2023-02-24,19.9,0.0
2023-02-25,20.1,0.0
2023-02-26,19.8,0.0
2023-02-27,20.4,0.5
2023-02-28,21.2,1.9
2023-03-01,21.4,0.7
2023-03-02,21.2,0.9
2023-03-03,21.5,0.3
2023-03-04,21.4,5.2
2023-03-05,21.3,1.3
2023-03-06,20.9,0.3
2023-03-07,20.5,2.5
2023-03-08,19.7,0.6
2023-03-09,19.8,0.2
2023-03-10,19.1,5.2
2023-03-11,19.1,17.8
2023-03-12,18.3,27.7
2023-03-13,18.5,34.1
2023-03-14,18.3,11.0
2023-03-15,18.5,14.5
2023-03-16,19.0,1.4
2023-03-17,18.4,7.2
2023-03-18,19.0,1.2
2023-03-19,19.3,0.0
2023-03-20,19.6,0.0
2023-03-21,19.7,0.0
2023-03-22,19.1,0.0
2023-03-23,19.0,0.0
2023-03-24,19.7,0.3
2023-03-25,20.0,2.7
2023-03-26,20.0,0.6
2023-03-27,20.5,1.4
2023-03-28,20.7,0.6
2023-03-29,20.6,0.0
2023-03-30,19.1,0.0
2023-03-31,19.9,0.0
2023-04-01,20.0,0.0
2023-04-02,21.0,0.0
2023-04-03,21.5,0.8
2023-04-04,21.9,1.4
2023-04-05,21.2,0.0
2023-04-06,20.2,0.4
2023-04-07,20.2,0.4
2023-04-08,20.5,0.8
2023-04-09,20.7,0.3
2023-04-10,20.5,0.4
2023-04-11,20.7,0.6
2023-04-12,21.3,1.2
2023-04-13,21.6,0.6
2023-04-14,21.5,0.3
2023-04-15,21.2,0.0
2023-04-16,21.1,0.0
2023-04-17,20.1,2.2
2023-04-18,20.6,0.0
2023-04-19,20.6,0.1
2023-04-20,21.0,1.5
2023-04-21,20.1,8.7
2023-04-22,20.5,0.0
2023-04-23,20.8,0.0
2023-04-24,20.5,0.1
2023-04-25,21.2,0.0
2023-04-26,21.0,0.0
2023-04-27,20.4,0.1
2023-04-28,20.6,2.9
2023-04-29,20.4,12.4
2023-04-30,22.1,0.0
2023-05-01,21.2,13.5
2023-05-02,21.5,5.0
2023-05-03,22.6,0.2
2023-05-04,22.4,0.0
2023-05-05,22.2,0.0
2023-05-06,21.8,0.0
2023-05-07,21.9,0.0
2023-05-08,21.8,0.1
2023-05-09,22.1,1.7
2023-05-10,22.0,2.0
2023-05-11,20.8,17.2
2023-05-12,20.5,23.0
2023-05-13,21.2,2.6
2023-05-14,22.2,3.0
2023-05-15,21.3,19.1
2023-05-16,20.5,2.7
2023-05-17,22.3,0.3
2023-05-18,22.2,1.2
2023-05-19,22.1,0.8
2023-05-20,22.2,0.4
2023-05-21,21.2,2.1
2023-05-22,20.9,15.7
2023-05-23,21.1,3.7
2023-05-24,21.6,4.9
2023-05-25,21.2,1.5
2023-05-26,21.3,7.5
2023-05-27,20.7,10.6
2023-05-28,20.1,13.9
2023-05-29,20.8,4.9
2023-05-30,19.8,50.2
2023-05-31,19.7,34.3
2023-06-01,19.6,11.5
2023-06-02,19.5,3.2
2023-06-03,19.7,3.7
2023-06-04,19.6,20.1
2023-06-05,19.4,5.8
2023-06-06,20.1,14.1
2023-06-07,19.2,13.5
2023-06-08,19.8,5.3
2023-06-09,19.8,12.4
2023-06-10,19.5,16.5
2023-06-11,20.6,7.4
2023-06-12,21.2,7.5
2023-06-13,20.5,12.6
2023-06-14,20.6,7.2
2023-06-15,20.0,18.7
2023-06-16,19.8,6.9
2023-06-17,20.3,20.9
2023-06-18,20.0,8.5
2023-06-19,21.5,4.9
2023-06-20,22.1,1.3
2023-06-21,20.7,10.5
2023-06-22,19.8,25.9
2023-06-23,20.6,6.6
2023-06-24,20.4,0.3
2023-06-25,20.2,1.9
2023-06-26,19.5,27.1
2023-06-27,19.8,16.2
2023-06-28,21.2,1.5
2023-06-29,21.7,0.1
2023-06-30,22.0,2.5
2023-07-01,19.7,36.0
2023-07-02,19.8,8.7
2023-07-03,19.8,16.1
2023-07-04,20.4,6.8
2023-07-05,21.1,1.1
2023-07-06,19.2,19.1
2023-07-07,19.9,6.1
2023-07-08,20.2,12.7
2023-07-09,20.7,11.2
2023-07-10,21.2,0.6
2023-07-11,21.3,1.2
2023-07-12,21.0,11.8
2023-07-13,21.2,2.9
2023-07-14,20.0,4.5
2023-07-15,20.0,20.2
2023-07-16,20.2,2.3
2023-07-17,19.5,29.1
2023-07-18,20.8,1.2
2023-07-19,22.0,0.0
2023-07-20,22.0,0.4
2023-07-21,21.1,6.6
2023-07-22,21.1,4.0
2023-07-23,21.0,19.6
2023-07-24,21.6,0.1
2023-07-25,21.2,0.0
2023-07-26,20.6,3.6
2023-07-27,20.9,2.9
2023-07-28,20.9,4.5
2023-07-29,21.5,2.6
2023-07-30,21.4,23.9
2023-07-31,20.7,30.5
2023-08-01,20.0,12.8
2023-08-02,21.0,1.0
2023-08-03,21.0,2.5
2023-08-04,21.9,2.8
2023-08-05,21.6,0.0
2023-08-06,21.4,0.0
2023-08-07,20.8,10.0
2023-08-08,19.6,40.6
2023-08-09,21.0,1.0
2023-08-10,20.9,7.1
2023-08-11,21.3,1.7
2023-08-12,20.6,34.0
2023-08-13,20.5,7.8
2023-08-14,19.7,22.9
2023-08-15,20.5,2.0
2023-08-16,20.4,0.4
2023-08-17,19.9,25.3
2023-08-18,19.7,30.5
2023-08-19,20.7,44.5
2023-08-20,20.8,11.7
2023-08-21,20.2,63.3
2023-08-22,19.9,77.7
2023-08-23,18.8,31.7
2023-08-24,18.5,9.2
2023-08-25,19.1,9.6
2023-08-26,19.7,5.1
2023-08-27,19.9,6.2
2023-08-28,19.5,10.5
2023-08-29,21.1,2.7
2023-08-30,22.4,1.1
2023-08-31,21.7,2.5
2023-09-01,21.0,11.3
2023-09-02,20.9,3.9
2023-09-03,20.6,3.7
2023-09-04,19.4,13.5
2023-09-05,20.1,10.1
2023-09-06,21.0,9.8
2023-09-07,21.7,1.1
2023-09-08,21.1,4.5
2023-09-09,21.0,9.8
2023-09-10,20.3,22.8
2023-09-11,20.2,18.6
2023-09-12,20.4,8.6
2023-09-13,20.3,11.6
2023-09-14,20.3,5.3
2023-09-15,20.7,21.4
2023-09-16,20.7,0.8
2023-09-17,20.1,18.9
2023-09-18,20.1,2.6
2023-09-19,19.5,18.9
2023-09-20,19.7,31.1
2023-09-21,21.1,1.2
2023-09-22,21.3,1.0
2023-09-23,20.9,0.7
2023-09-24,20.1,3.5
2023-09-25,19.8,32.7
2023-09-26,19.9,23.7
2023-09-27,19.8,45.4
2023-09-28,20.2,14.8
2023-09-29,20.5,15.0
2023-09-30,20.0,8.0
2023-10-01,20.3,20.7
2023-10-02,20.6,9.5
2023-10-03,19.9,29.9
2023-10-04,19.9,23.2
2023-10-05,20.0,11.2
2023-10-06,19.5,20.1
2023-10-07,19.9,25.3
2023-10-08,19.8,23.7
2023-10-09,20.0,15.5
2023-10-10,19.8,4.8
2023-10-11,19.7,39.6
2023-10-12,20.1,5.0
2023-10-13,20.0,27.3
2023-10-14,19.6,27.4
2023-10-15,18.7,27.0
2023-10-16,18.9,20.7
2023-10-17,19.4,42.2
2023-10-18,19.6,21.3
2023-10-19,19.8,9.7
2023-10-20,19.8,4.8
2023-10-21,18.8,9.7
2023-10-22,19.5,9.1
2023-10-23,19.4,7.1
2023-10-24,19.3,41.2
2023-10-25,19.2,74.1
2023-10-26,19.2,18.0
2023-10-27,18.3,5.8
2023-10-28,19.4,7.7
2023-10-29,18.9,25.3
2023-10-30,18.7,58.0
2023-10-31,18.7,8.1
2023-11-01,18.9,31.2
2023-11-02,19.4,10.6
2023-11-03,18.9,11.5
2023-11-04,19.1,11.9
2023-11-05,19.5,20.8
2023-11-06,19.3,6.3
2023-11-07,20.3,20.0
2023-11-08,21.0,2.3
2023-11-09,21.1,0.1
2023-11-10,20.7,10.7
2023-11-11,20.4,14.1
2023-11-12,20.2,13.4
2023-11-13,19.8,19.0
2023-11-14,20.0,10.7
2023-11-15,20.4,3.0
2023-11-16,19.2,26.4
2023-11-17,19.2,4.4
2023-11-18,19.2,40.9
2023-11-19,19.1,29.0
2023-11-20,19.6,17.8
2023-11-21,19.2,9.9
2023-11-22,19.9,1.2
2023-11-23,20.2,1.1
2023-11-24,21.0,0.9
2023-11-25,20.3,2.2
2023-11-26,20.5,0.7
2023-11-27,20.8,0.5
2023-11-28,19.8,0.2
2023-11-29,19.9,1.5
2023-11-30,20.7,0.7
2023-12-01,19.6,0.0
2023-12-02,19.4,0.0
2023-12-03,19.7,0.0
2023-12-04,19.6,0.0
2023-12-05,19.8,0.0
2023-12-06,20.2,0.9
2023-12-07,19.1,0.0
2023-12-08,19.8,0.0
2023-12-09,21.3,0.0
2023-12-10,21.4,4.0
2023-12-11,21.4,0.0
2023-12-12,21.5,0.2
2023-12-13,21.4,0.1
2023-12-14,21.2,1.2
2023-12-15,20.8,1.2
2023-12-16,20.5,2.0
2023-12-17,21.5,0.0
2023-12-18,20.0,0.0
2023-12-19,18.9,2.4
2023-12-20,18.7,0.3
2023-12-21,19.6,0.2
2023-12-22,21.1,0.1
2023-12-23,21.3,0.0
2023-12-24,20.8,0.7
2023-12-25,20.8,0.7
2023-12-26,20.9,0.9
2023-12-27,20.5,0.9
2023-12-28,20.5,13.8
2023-12-29,18.9,12.5
2023-12-30,19.5,9.1
2023-12-31,19.8,0.0
2024-01-01,20.3,0.0
2024-01-02,19.5,0.0
2024-01-03,20.1,0.5
2024-01-04,20.6,0.2
2024-01-05,20.8,0.6
2024-01-06,20.5,0.0
2024-01-07,19.7,0.0
2024-01-08,19.8,0.0
2024-01-09,20.2,0.2
2024-01-10,21.3,0.6
2024-01-11,20.5,3.2
2024-01-12,21.1,2.5
2024-01-13,21.2,1.8
2024-01-14,20.9,0.0
2024-01-15,21.0,0.0
2024-01-16,20.6,0.1
2024-01-17,21.2,0.0
2024-01-18,21.8,0.0
2024-01-19,21.2,0.0
2024-01-20,20.3,0.0
2024-01-21,20.0,0.0
2024-01-22,20.8,0.0
2024-01-23,21.3,0.0
2024-01-24,21.5,0.0
2024-01-25,22.1,0.0
2024-01-26,21.4,0.0
2024-01-27,21.3,1.6
2024-01-28,21.8,0.0
2024-01-29,21.1,0.0
2024-01-30,20.1,0.0
2024-01-31,20.3,0.0
2024-02-01,20.4,0.3
2024-02-02,21.1,1.2
2024-02-03,19.6,3.4
2024-02-04,20.4,0.0
2024-02-05,20.0,0.0
2024-02-06,20.2,0.3
2024-02-07,19.4,0.0
2024-02-08,20.1,0.0
2024-02-09,21.3,0.2
2024-02-10,21.0,0.0
2024-02-11,21.5,0.0
2024-02-12,22.2,0.0
2024-02-13,21.1,0.0
2024-02-14,20.7,0.0
2024-02-15,21.1,0.0
2024-02-16,21.7,0.0
2024-02-17,22.2,2.4
2024-02-18,22.1,13.9
2024-02-19,21.7,0.1
2024-02-20,20.4,6.8
2024-02-21,19.3,3.1
2024-02-22,20.0,0.0
2024-02-23,20.7,0.0
2024-02-24,20.3,0.0
2024-02-25,19.9,0.0
2024-02-26,19.9,0.0
2024-02-27,20.9,0.0
2024-02-28,20.8,0.0
2024-02-29,20.3,0.0
2024-03-01,20.3,0.0
2024-03-02,20.2,0.0
2024-03-03,20.8,0.1
2024-03-04,22.0,0.0
2024-03-05,22.0,0.0
2024-03-06,23.3,0.0
2024-03-07,22.8,0.2
2024-03-08,22.3,0.6
2024-03-09,22.8,0.4
2024-03-10,22.1,0.0
2024-03-11,21.8,0.0
2024-03-12,21.6,0.0
2024-03-13,21.4,0.0
2024-03-14,21.9,2.8
2024-03-15,22.6,0.1
2024-03-16,22.5,3.0
2024-03-17,22.7,1.6
2024-03-18,23.2,3.6
2024-03-19,23.0,1.0
2024-03-20,22.4,0.0
2024-03-21,22.0,2.0
2024-03-22,22.0,0.9
2024-03-23,22.0,0.7
2024-03-24,22.0,0.0
2024-03-25,21.4,0.8
2024-03-26,21.4,1.5
2024-03-27,20.9,2.7
2024-03-28,21.9,0.2
2024-03-29,20.5,0.0
2024-03-30,19.5,0.0
2024-03-31,20.5,0.0
2024-04-01,20.6,0.2
2024-04-02,21.0,0.0
2024-04-03,21.2,0.0
2024-04-04,21.4,0.3
2024-04-05,21.9,1.3
2024-04-06,20.9,16.5
2024-04-07,20.8,2.5
2024-04-08,21.8,2.1
2024-04-09,21.7,8.7
2024-04-10,21.6,10.6
2024-04-11,23.0,0.9
2024-04-12,22.5,0.0
2024-04-13,21.2,0.0
2024-04-14,21.2,0.0
2024-04-15,21.1,0.0
2024-04-16,21.3,0.0
2024-04-17,22.4,0.1
2024-04-18,22.4,0.0
2024-04-19,22.3,0.0
2024-04-20,21.6,1.0
2024-04-21,20.7,5.6
2024-04-22,22.2,0.0
2024-04-23,22.0,1.2
2024-04-24,21.6,8.7
2024-04-25,22.0,0.1
2024-04-26,20.9,26.1
2024-04-27,20.6,19.0
2024-04-28,20.0,36.2
2024-04-29,20.5,11.4
2024-04-30,21.3,1.1
2024-05-01,21.5,0.2
2024-05-02,21.8,0.3
2024-05-03,21.4,0.1
2024-05-04,21.3,0.1
2024-05-05,21.2,0.6
2024-05-06,21.4,3.1
2024-05-07,21.9,0.1
2024-05-08,21.2,21.5
2024-05-09,21.6,2.6
2024-05-10,21.4,9.9
2024-05-11,20.8,20.3
2024-05-12,22.1,2.4
2024-05-13,20.6,23.2
2024-05-14,21.3,11.7
2024-05-15,20.2,41.8
2024-05-16,20.6,33.8
2024-05-17,20.8,13.4
2024-05-18,22.1,2.5
2024-05-19,21.8,1.9
2024-05-20,22.3,1.6
2024-05-21,20.8,2.4
2024-05-22,21.2,2.7
2024-05-23,21.0,5.7
2024-05-24,21.2,0.1
2024-05-25,21.2,0.2
2024-05-26,20.9,5.0
2024-05-27,22.0,0.1
2024-05-28,20.4,3.9
2024-05-29,20.5,24.4
2024-05-30,20.1,36.5
2024-05-31,20.7,27.7
2024-06-01,22.1,0.8
2024-06-02,21.6,4.1
2024-06-03,20.4,13.7
2024-06-04,19.7,5.7
2024-06-05,19.9,21.4
2024-06-06,20.0,36.3
2024-06-07,20.5,9.9
2024-06-08,20.1,6.9
2024-06-09,20.1,13.5
2024-06-10,20.4,23.0
2024-06-11,19.3,22.3
2024-06-12,20.1,52.0
2024-06-13,19.4,20.2
2024-06-14,19.6,32.3
2024-06-15,18.7,33.6
2024-06-16,19.4,4.2
2024-06-17,20.0,0.9
2024-06-18,19.7,24.1
2024-06-19,19.7,8.2
2024-06-20,19.0,9.0
2024-06-21,19.2,30.8
2024-06-22,20.1,9.9
2024-06-23,19.9,17.5
2024-06-24,20.0,14.2
2024-06-25,19.4,16.1
2024-06-26,19.6,18.6
2024-06-27,18.7,13.8
2024-06-28,18.9,45.5
2024-06-29,19.3,37.7
2024-06-30,20.6,1.3
2024-07-01,20.3,5.8
2024-07-02,19.2,44.1
2024-07-03,19.5,59.0
2024-07-04,19.8,8.7
2024-07-05,19.0,16.7
2024-07-06,18.9,17.5
2024-07-07,20.0,12.0
2024-07-08,21.6,2.0
2024-07-09,20.2,30.4
2024-07-10,20.5,19.3
2024-07-11,19.7,0.6
2024-07-12,20.2,3.0
2024-07-13,21.0,0.3
2024-07-14,21.5,0.7
2024-07-15,21.8,0.9
2024-07-16,21.7,13.8
2024-07-17,21.3,1.8
2024-07-18,20.2,13.7
2024-07-19,20.0,31.4
2024-07-20,19.8,8.6
2024-07-21,20.6,6.6
2024-07-22,20.1,19.2
2024-07-23,20.4,10.9
2024-07-24,20.2,22.8
2024-07-25,20.6,11.2
2024-07-26,20.1,16.4
2024-07-27,19.7,25.1
2024-07-28,21.2,1.4
2024-07-29,21.0,0.0
2024-07-30,21.1,0.9
2024-07-31,20.2,19.0
2024-08-01,20.1,19.4
2024-08-02,19.4,34.1
2024-08-03,19.6,8.4
2024-08-04,20.0,9.9
2024-08-05,20.9,1.6
2024-08-06,20.1,6.8
2024-08-07,19.0,36.8
2024-08-08,18.8,20.3
2024-08-09,20.5,5.4
2024-08-10,21.1,0.3
2024-08-11,19.8,9.3
2024-08-12,19.1,17.2
2024-08-13,19.6,6.2
2024-08-14,20.8,8.4
2024-08-15,20.0,24.6
2024-08-16,20.5,4.1
2024-08-17,21.3,4.4
2024-08-18,20.3,14.7
2024-08-19,20.2,3.8
2024-08-20,19.9,24.3
2024-08-21,20.3,21.3
2024-08-22,20.1,3.7
2024-08-23,19.5,5.4
2024-08-24,20.4,8.1
2024-08-25,19.8,33.4
2024-08-26,18.9,20.6
2024-08-27,19.3,8.5
2024-08-28,21.3,0.0
2024-08-29,21.4,0.6
2024-08-30,20.5,10.9
2024-08-31,19.7,18.7
2024-09-01,19.7,34.2
2024-09-02,19.3,5.2
2024-09-03,19.8,8.5
2024-09-04,19.8,26.5
2024-09-05,19.7,14.1
2024-09-06,19.9,21.0
2024-09-07,19.5,41.9
2024-09-08,19.6,15.1
2024-09-09,20.5,11.6
2024-09-10,20.6,1.2
2024-09-11,20.3,5.8
2024-09-12,21.0,4.5
2024-09-13,19.5,9.4
2024-09-14,20.2,17.5
2024-09-15,20.4,3.1
2024-09-16,21.0,0.4
2024-09-17,20.4,5.0
2024-09-18,20.2,13.5
2024-09-19,20.0,34.1
2024-09-20,19.4,23.3
2024-09-21,18.9,13.3
2024-09-22,19.4,7.0
2024-09-23,18.8,5.1
2024-09-24,18.8,20.1
2024-09-25,18.9,15.2
2024-09-26,19.8,14.1
2024-09-27,19.6,14.7
2024-09-28,18.7,30.7
2024-09-29,18.6,19.6
2024-09-30,18.3,18.0
2024-10-01,18.2,25.9
2024-10-02,19.3,17.8
2024-10-03,19.1,9.7
2024-10-04,20.2,10.6
2024-10-05,19.4,9.2
2024-10-06,19.0,11.1
2024-10-07,18.9,15.3
2024-10-08,18.9,9.3
2024-10-09,18.9,37.0
2024-10-10,18.8,69.5
2024-10-11,20.2,18.5
2024-10-12,19.3,14.9
2024-10-13,19.8,0.8
2024-10-14,19.6,12.6
2024-10-15,19.0,12.0
2024-10-16,18.8,2.4
2024-10-17,19.0,2.1
2024-10-18,19.2,19.5
2024-10-19,19.4,15.6
2024-10-20,19.4,6.2
2024-10-21,18.9,16.5
2024-10-22,19.3,18.8
2024-10-23,19.6,15.1
2024-10-24,20.5,0.9
2024-10-25,20.5,1.9
2024-10-26,21.4,1.1
2024-10-27,20.8,0.7
2024-10-28,19.6,16.3
2024-10-29,19.8,32.9
2024-10-30,19.6,43.2
2024-10-31,19.0,12.0
2024-11-01,18.7,13.6
2024-11-02,18.6,30.9
2024-11-03,18.8,5.6
2024-11-04,18.4,8.8
2024-11-05,18.7,20.1
2024-11-06,18.9,22.0
2024-11-07,19.0,37.5
2024-11-08,18.9,59.0
2024-11-09,18.1,56.6
2024-11-10,18.3,51.8
2024-11-11,18.1,81.7
2024-11-12,18.6,58.3
2024-11-13,18.1,38.2
2024-11-14,18.3,17.2
2024-11-15,18.3,14.9
2024-11-16,18.3,13.4
2024-11-17,18.9,2.3
2024-11-18,19.1,12.6
2024-11-19,19.9,17.8
2024-11-20,20.0,1.2
2024-11-21,19.8,9.2
2024-11-22,19.4,27.5
2024-11-23,18.5,5.2
2024-11-24,19.6,0.8
2024-11-25,19.9,7.9
2024-11-26,20.2,2.7
2024-11-27,20.2,4.5
2024-11-28,19.7,22.7
2024-11-29,20.0,30.8
2024-11-30,20.6,1.3
2024-12-01,20.8,1.4
2024-12-02,19.7,30.6
2024-12-03,18.9,56.4
2024-12-04,19.9,24.0
2024-12-05,20.2,1.3
2024-12-06,20.0,2.2
2024-12-07,19.9,0.3
2024-12-08,20.1,0.8
2024-12-09,20.4,1.8
2024-12-10,21.2,0.5
2024-12-11,20.7,0.1
2024-12-12,20.3,2.9
2024-12-13,20.6,0.2
2024-12-14,19.8,0.0
2024-12-15,19.6,0.0
2024-12-16,20.6,0.2
2024-12-17,20.7,0.0
2024-12-18,21.1,0.0
2024-12-19,21.3,0.8
2024-12-20,21.0,2.1
2024-12-21,19.8,7.5
2024-12-22,19.8,0.2
2024-12-23,19.8,3.3
2024-12-24,20.6,8.0
2024-12-25,19.1,12.5
2024-12-26,19.3,22.1
2024-12-27,19.1,15.5
2024-12-28,19.4,3.6
2024-12-29,18.9,18.4
2024-12-30,18.8,15.9
2024-12-31,18.9,0.9
